ano,sequencial_candidato,nome,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,cargo,sexo,grau,estado_civil,ocupacao,votos,total
2010,240000000483,LEANDRO IN<c3><81>CIO DE ARA<c3><9a>JO,SC,PV,8,8,17320.21,2165.03,2170,5050,0,10100.21,0,44,43,17270.21,392.5,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),SERVIDOR P<c3><9a>BLICO MUNICIPAL,992,54571.159999999996
2010,240000000484,MIRIAM PROCHNOW,SC,PV,16,15,230633.25,14414.58,80377.25,107750,4e4,2506,0,157,142,214136.45,1363.93,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),PEDAGOGO,5997,691511.46
2010,240000000485,RAFAEL SOUZA,SC,PV,3,3,8370,2790,70,3300,0,0,5e3,64,60,8312.94,129.89,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),FOT<c3><93>GRAFO E ASSEMELHADOS,406,28102.83
2010,240000000486,SEIJI FUJITA,SC,PV,4,4,3770,942.5,3570,0,0,200,0,21,19,3590,170.95,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BANC<c3><81>RIO E ECONOMI<c3><81>RIO,399,12291.45
2010,240000000518,LUIS CARLOS MARTINS,SC,PDT,4,4,12206.03,3051.51,1e4,0,0,2206.03,0,14,14,12206.03,871.86,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),COMERCIANTE,1161,40577.46
2010,240000000519,DORLEI JO<c3><83>O ANTUNES,SC,PDT,14,14,49595,3542.5,29645,2200,1850,15900,0,73,56,54631.64,748.38,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO INCOMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,12288,158269.52
2010,240000000523,PAULO FERNANDO SQUIZZATO,SC,PDT,3,3,12700,4233.33,0,0,1e4,2700,0,6,6,12700,2116.67,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),ENGENHEIRO,2777,44468
2010,240000000524,CLAUDEMIR ANTONIO PARISOTTO,SC,PDT,1,1,3e3,3e3,0,0,0,3e3,0,53,46,15019.85,283.39,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,1622,24404.239999999998
2010,240000000528,NAPOLE<c3><83>O BERNARDES NETO,SC,PSDB,40,37,257981.56,6449.54,21230.76,88e3,136350.8,12400,0,108,98,238203.99,2205.59,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,55817,763105.24
2010,240000000532,JAQUELINE ZAMBON DE CARVALHO,SC,PV,5,5,1180,236,570,600,0,10,0,6,6,1180,196.67,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),OUTROS,366,3994.67
2010,240000000535,CAMILA GON<c3><87>ALVES,SC,PV,10,10,15731.4,1573.14,570,10600,4561.4,0,0,12,12,15731.4,1310.95,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),AGENTE ADMINISTRATIVO,3522,50122.29
2010,240000000546,LEVI ITAMAR STORINI,SC,PV,6,6,4550,758.33,0,2250,800,1e3,500,14,13,4198.6,299.9,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,VI<c3><9a>VO(A),COMERCIANTE,1519,14395.83
2010,240000000561,FRANCISCO CARLOS DA SILVA,SC,PHS,2,2,6667.41,3333.7,6667.41,0,0,0,0,2,2,6667.41,3333.7,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO MUNICIPAL,522,26677.63
2010,240000000565,FERMINO FREITAS,SC,PHS,1,1,4667.41,4667.41,4667.41,0,0,0,0,1,1,4667.41,4667.41,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,564,23341.05
2010,240000000567,HELIO DINIZ FURLAN,SC,PT,20,19,53330.56,2666.53,13402.06,35828.5,2500,1600,0,19,19,53330.56,2806.87,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PROFESSOR DE ENSINO M<c3><89>DIO,5698,165542.08
2010,240000000575,REGINA GARCIA FERREIRA,SC,PT,17,16,64380,3787.06,30,42350,0,22e3,0,54,40,60140.4,1113.71,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),OCUPANTE DE CARGO EM COMISS<c3><83>O,14455,193928.16999999998
2010,240000000576,ADEMIR MOTTA DA SILVA,SC,PT,25,22,42990.4,1719.62,17499.02,12550,7610,5331.38,0,26,21,39510.75,1519.64,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PROFESSOR DE ENSINO SUPERIOR,4612,128824.81
2010,240000000580,VALMIR COELHO LUDVIG,SC,PT,29,29,87583,3020.1,37703,23030,6500,5350,15e3,51,50,87175.88,1709.33,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO FUNDAMENTAL,13428,267230.31000000006
2010,240000000601,MARCOS AUGUSTO KURTZ,SC,PMDB,66,66,185630.76,2812.59,1230.76,156700,13500,14200,0,431,245,150500.76,349.19,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,11577,525732.06
2010,240000000621,IARA MACHADO THIVES,SC,PSTU,2,2,950,475,160,790,0,0,0,2,2,950,475,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,SERVIDOR P<c3><9a>BLICO ESTADUAL,177,3808
2010,240000000641,SILVIA AGOSTINI FERREIRA,SC,PT,2,2,6236.1,3118.05,6236.1,0,0,0,0,2,2,6236.1,3118.05,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),JORNALISTA E REDATOR,406,24952.4
2010,240000000642,ONDINA DOS SANTOS,SC,PT,3,3,11779.36,3926.45,11509.36,0,0,270,0,3,3,11779.36,3926.45,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),OUTROS,542,43202.98
2010,250000000071,AGUINALDO TRIUMPHO AVELLAR,SP,PMDB,1,1,360,360,360,0,0,0,0,1,1,360,360,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PSIC<c3><93>LOGO,335,1804
2010,250000000072,AJURICABA DE SOUZA MENEZES,SP,PMDB,4,4,102518.27,25629.57,2518.27,0,1e5,0,0,17,16,98518.27,5795.19,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,2567,335020.57
2010,250000000073,ALBERTO REGA,SP,PMDB,1,1,360,360,360,0,0,0,0,1,1,360,360,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),COMERCIANTE,522,1804
2010,250000000074,ALM<c3><89>RIO AGUIAR MELO FILHO,SP,PMDB,26,23,123392.2,4745.85,2878.27,4190,101450,14873.93,0,64,59,114978.98,1796.55,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,1268,368477.77999999997
2010,250000000075,ALVARO BONFA JUNIOR,SP,PMDB,1,1,360,360,360,0,0,0,0,1,1,360,360,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),EMPRES<c3><81>RIO,948,1804
2010,250000000076,ANA CRISTINA FERNANDES GIAMPIETRO,SP,PMDB,18,18,22031.45,1223.97,3569.67,18461.78,0,0,0,31,29,22098.98,712.87,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,2025,68194.72
2010,250000000077,ANGELO ROBERTO RESTIO,SP,PMDB,15,15,12343.27,822.88,4213.27,3100,100,4930,0,32,30,11863.27,370.73,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,7124,37835.42
2010,250000000078,ANTONIO MARTINS DA COSTA,SP,PMDB,1,1,360,360,360,0,0,0,0,1,1,360,360,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SEPARADO(A) JUDICIALMENTE,OUTROS,238,1804
2010,250000000079,CARMELITA RODRIGUES DA COSTA ESCUDERO TOLEDANO,SP,PMDB,1,1,360,360,360,0,0,0,0,1,1,360,360,DEPUTADO FEDERAL,FEMININO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,100,1804
2010,250000000080,CLERISTON PEREIRA DO VALLE,SP,PMDB,3,3,4518.27,1506.09,2518.27,2e3,0,0,0,3,3,4518.27,1506.09,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,1719,16578.99
2010,250000000081,DIEGO OLIVEIRA MARTINS,SP,PMDB,2,2,1720,860,360,0,0,1360,0,3,3,1720,573.33,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),COMERCIANTE,497,6603.33
2010,250000000083,EDSON EDINHO COELHO ARAUJO,SP,PMDB,115,111,218055.77,1896.14,7255.77,47300,148500,15e3,0,107,102,371205.77,3469.21,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,100195,813117.66
2010,250000000084,EDUARDO JOS<c3><89> PEREIRA COELHO,SP,PMDB,26,22,3371567.92,129675.69,5367.92,3e3,3e3,3360200,0,1954,1441,2566671.29,1313.55,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,40302,9444239.370000001
2010,250000000087,EVANDRO ANTONIO DE MEIRA,SP,PMDB,2,2,20772.5,10386.25,772.5,0,2e4,0,0,1,1,772.5,772.5,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),COMERCIANTE,698,53482.25
2010,250000000089,FERDNAN GAMA SANTOS,SP,PMDB,5,5,5218.27,1043.65,0,0,2518.27,2700,0,7,7,5218.27,745.47,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),APOSENTADO (EXCETO SERVIDOR P<c3><9a>BLICO),449,17467.93
2010,250000000090,GERALDO TOMAZ AUGUSTO,SP,PMDB,36,36,47515.77,1319.88,5789.27,10400,3e3,28326.5,0,39,39,47515.77,1218.35,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,7891,145235.54
2010,250000000091,GULHERME DE MELLO CASTANHO,SP,PMDB,2,2,2518.27,1259.13,2518.27,0,0,0,0,2,2,2518.27,1259.13,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,737,10081.07
2010,250000000092,JAIR CESAR DAMATO,SP,PMDB,12,12,43600,3633.33,0,17100,26500,0,0,63,61,41678.92,661.57,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,6673,133321.82
2010,250000000093,JEFFERSON CARVALHO SALES,SP,PMDB,17,17,55722.47,3277.79,4722.47,11800,19200,2e4,0,28,26,51623.57,1843.7,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),POLICIAL MILITAR,3947,168278
2010,250000000094,JOAR<c3><8a>S PAULINO DA COSTA,SP,PMDB,5,5,4418.27,883.65,2518.27,1e3,0,900,0,5,5,4418.27,883.65,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),COMERCI<c3><81>RIO,115,15042.11
2010,250000000095,JOSE LAZARO MELO,SP,PMDB,8,8,1826.5,228.31,456.5,1370,0,0,0,8,8,1826.5,228.31,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,424,5968.12
2010,250000000096,JOSE RICARDO SCUTARE,SP,PMDB,2,2,844,422,360,0,484,0,0,2,2,844,422,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),OUTROS,372,3384
2010,250000000097,JOS<c3><89> ANTONIO MORATO,SP,PMDB,18,18,26642.02,1480.11,13428.52,3200,0,10013.5,0,65,64,26492.02,407.57,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),DIRETOR DE EMPRESAS,1455,81828.74
2010,250000000100,JOS<c3><89> CLAUDIO FABIANO SILVA,SP,PMDB,3,3,827.5,275.83,277.5,550,0,0,0,3,3,827.5,275.83,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),OUTROS,642,3046.16
2010,250000000101,JOS<c3><89> DE ANCHIETA FONTES,SP,PMDB,2,2,560.8,280.4,210.8,0,0,350,0,4,4,568.7,142.18,DEPUTADO FEDERAL,MASCULINO,L<c3><8a> E ESCREVE,DIVORCIADO(A),MOTORISTA PARTICULAR,291,2124.88
2010,250000000102,JO<c3><83>O BATISTA SILVA,SP,PMDB,3,3,2508.27,836.09,2158.27,0,0,350,0,2,2,2308.27,1154.13,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,337,9325.03
2010,250000000103,JO<c3><83>O LUIZ ROMANINI,SP,PMDB,3,3,2036,678.67,2036,0,0,0,0,3,3,2036,678.67,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),GERENTE,5989,7477.34
2010,250000000104,JO<c3><83>O SARACENI,SP,PMDB,3,3,3330.77,1110.26,3330.77,0,0,0,0,3,3,3330.77,1110.26,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),MEC<c3><82>NICO DE MANUTEN<c3><87><c3><83>O,1024,12224.83
2010,250000000106,LEONARDO HENRIQUE CRAVO,SP,PMDB,2,2,660,330,360,0,0,300,0,2,2,660,330,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),OUTROS,204,2648
2010,250000000107,LEONEL HERNANDEZ JUNIOR,SP,PMDB,15,14,40716.77,2714.45,33516.77,2e3,0,5200,0,23,21,40698.92,1769.52,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),CONTADOR,943,126689.43
2010,250000000108,LOURENCO MOREIRA DA SILVA,SP,PMDB,4,4,2720.27,680.07,2518.27,0,0,202,0,4,4,2720.27,680.07,DEPUTADO FEDERAL,MASCULINO,L<c3><8a> E ESCREVE,CASADO(A),CANTOR E COMPOSITOR,460,9536.95
2010,250000000109,LUIZ CARLOS BOMFIM,SP,PMDB,2,2,760,380,360,0,0,400,0,2,2,760,380,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),OUTROS,233,3048
2010,250000000110,MANOEL EMIDIO DE SANTANA,SP,PMDB,2,2,860,430,360,0,0,500,0,2,2,860,430,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),ELETRICISTA E ASSEMELHADOS,316,3448
2010,250000000111,MARCOS ANT<c3><94>NIO FERREIRA TEN<c3><93>RIO,SP,PMDB,14,12,23412.77,1672.34,13503.27,42,5e3,4867.5,0,20,19,23812.77,1190.64,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,5971,73566.29000000001
2010,250000000113,OCIMAR DONIZETI LEO OLIVEIRA,SP,PMDB,71,67,793118.33,11170.68,31153.27,51315.04,502650.02,8e3,2e5,1067,1018,758053.25,710.45,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),OUTROS,87615,2358394.04
2010,250000000114,PABLIO JOS<c3><89> REBESSI,SP,PMDB,9,9,5717.27,635.25,3347.27,0,2370,0,0,9,9,5717.27,635.25,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,1347,18458.31
2010,250000000115,PAULO CESAR DE OLIVEIRA LIMA,SP,PMDB,136,132,1392077.33,10235.86,5325,247503.33,175600,963649,0,535,470,1321950.31,2470.94,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,81483,4120084.77
2010,250000000116,PAULO JORGE VALENTIM,SP,PMDB,15,13,53563.75,3570.92,413.75,4900,3250,45e3,0,83,78,48013.75,578.48,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,7394,159479.65000000002
2010,250000000118,PILTON RIOS DE BARROS FELIX PEREIRA,SP,PMDB,18,18,26767.32,1487.07,5339.77,0,2200,19227.55,0,43,43,31491.77,732.37,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),VETERIN<c3><81>RIO,2391,87367.85
2010,250000000119,RICARDO HOLZ VIDAL DOS SANTOS,SP,PMDB,21,14,39148.86,1864.23,2518.27,11800,0,24830.59,0,29,23,25948.86,894.79,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),OUTROS,1907,107092.6
2010,250000000120,RINALDO ALVES PEREIRA,SP,PMDB,6,6,1548.5,258.08,598.5,0,0,950,0,6,6,1548.5,258.08,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),COMERCIANTE,1313,5185.66
2010,250000000122,ROLANDO BELTRAMINE ROLEMBERG,SP,PMDB,6,5,2881.27,480.21,2781.27,100,0,0,0,5,5,2794.77,558.95,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,869,9617.47
2010,250000000123,SAMIR ASSAD NASSBINE,SP,PMDB,10,9,248208.27,24820.83,2158.27,5400,125e3,15650,1e5,154,152,245208,1592.26,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,17210,768362.63
2010,250000000124,SERGIO MARTINS DOS SANTOS JUNIOR,SP,PMDB,16,16,23174.18,1448.39,12965.77,8200,1008.41,1e3,0,21,21,23174.18,1103.53,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO INCOMPLETO,SEPARADO(A) JUDICIALMENTE,EMPRES<c3><81>RIO,6098,72148.45999999999
2010,250000000125,SINIVAL JOSE INACIO,SP,PMDB,6,6,19878.27,3313.05,7878.27,0,12e3,0,0,19,19,19748.83,1039.41,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),EMPRES<c3><81>RIO,1957,63907.830000000016
2010,250000000126,VAL<c3><89>RIA BENTO,SP,PMDB,7,7,31581.21,4511.6,1581.21,0,3e4,0,0,93,53,27277.71,293.31,DEPUTADO FEDERAL,FEMININO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,2027,95405.04000000001
2010,250000000127,VANDERLEI JUELI,SP,PMDB,12,11,12742.27,1061.86,5342.27,0,0,7400,0,15,13,12530.27,835.35,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,1164,39963.020000000004
2010,250000000128,WILSON DIAS RIBEIRO,SP,PMDB,2,2,1260,630,360,0,0,900,0,2,2,1260,630,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),OUTROS,534,5048
2010,250000000138,ALCIDES MONTANHER FILHO,SP,PMDB,16,16,72569.71,4535.61,6419.71,9600,5e4,6550,0,144,137,68114.71,473.02,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,ADVOGADO,7316,218575.76
2010,250000000139,AUDALIO PAULO DA SILVA,SP,PMDB,4,4,3810,952.5,1800,0,0,2010,0,5,5,3810,762,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SEPARADO(A) JUDICIALMENTE,COMERCIANTE,626,13162.5
2010,250000000140,CELSO DA LUZ GUEDES,SP,PMDB,4,4,2553.27,638.32,2518.27,0,0,35,0,6,6,2553.27,425.55,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),OUTROS,164,8743.68
2010,250000000142,LUIZ CESAR REGINATO,SP,PMDB,6,6,5068.27,844.71,2518.27,500,300,1750,0,13,13,5068.27,389.87,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,1252,16477.39
2010,250000000301,ADRIANO ELI CORREA,SP,DEM,66,59,199807.5,3027.39,11995.5,52500,112020,19140,4152,97,88,185807.5,1915.54,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,124608,590675.43
2010,250000000303,ALBERTO PEREIRA MOURAO,SP,PSDB,81,77,2676676.84,33045.39,59120.84,203300,2008256,406e3,0,3348,2955,2384416.84,712.19,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,104433,7777989.099999999
2010,250000000304,ALEKSANDAR CARLOS MANDIC,SP,DEM,54,47,251572,4658.74,0,115120,126300,6e3,4152,85,78,241104.85,2836.53,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SEPARADO(A) JUDICIALMENTE,DIRETOR DE EMPRESAS,10981,752008.12
2010,250000000305,ALEXANDRE LEITE DA SILVA,SP,DEM,105,92,2918540.18,27795.62,93177.41,88262.76,2400400.01,336700,0,3700,2478,2023591.16,546.92,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,112950,7895389.0600000005
2010,250000000306,ANDRE SACCO JUNIOR,SP,PSDB,102,64,180575.96,1770.35,9270.84,130031.15,1230,40043.97,0,179,100,116759.96,652.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,16634,480779.52
2010,250000000307,ANTENOR DOS SANTOS TOKO,SP,PPS,14,14,13688,977.71,10688,3e3,0,0,0,19,18,13683,720.16,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),VEREADOR,1154,42821.869999999995
2010,250000000308,ANTONIO ADOLPHO LOBBE NETO,SP,PSDB,64,60,344213.18,5378.33,5868.46,37010,210695.29,43139.43,47500,406,394,327836.18,807.48,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,93243,1023372.3499999999
2010,250000000310,ANTONIO CARLOS DE MENDES THAME,SP,PSDB,75,71,2418256.3,32243.42,520365,34440,1775451.3,88e3,0,1472,1102,1953675.09,1327.22,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ENGENHEIRO,139727,6826478.33
2010,250000000311,ANTONIO CARLOS DOS REIS,SP,DEM,28,25,182079,6502.82,4369,21110,52800,103800,0,67,65,176964.22,2641.26,DEPUTADO FEDERAL,MASCULINO,L<c3><8a> E ESCREVE,CASADO(A),OUTROS,11694,550451.3
2010,250000000312,ANTONIO CARLOS PANNUNZIO,SP,PSDB,41,35,902485.26,22011.84,4589.42,1e5,654e3,2e4,123895.84,422,338,786088.68,1862.77,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,96897,2615769.81
2010,250000000313,ANTONIO DE PADUA PACHECO,SP,PPS,15,13,199977.25,13331.82,36727.25,0,153250,1e4,0,182,170,188134.75,1033.71,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,VI<c3><9a>VO(A),M<c3><89>DICO,8242,602834.78
2010,250000000314,ANTONIO DUARTE NOGUEIRA JUNIOR,SP,PSDB,83,82,2088177.76,25158.77,3179.37,67950,1675052.55,4600,337395.84,3291,2559,1687161.88,512.66,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,OUTROS,124737,5895203.83
2010,250000000315,ANTONIO SAMPAIO TEIXEIRA,SP,DEM,13,11,28124.1,2163.39,4152,0,120,23852.1,0,51,25,16915.1,331.67,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADMINISTRADOR,3084,75758.35999999999
2010,250000000316,ARI FRIEDENBACH,SP,PPS,51,50,144317.82,2829.76,12517.82,83e3,47800,1e3,0,120,102,121607.03,1013.39,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,85281,414408.82
2010,250000000317,ARNALDO CALIL PEREIRA JARDIM,SP,PPS,134,120,2753155.11,20545.93,86050.15,131300.5,2346727.28,0,189077.18,1274,1024,2428553.64,1906.24,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),DEPUTADO,140641,7959868.029999999
2010,250000000318,ARNALDO DE ABREU MADEIRA,SP,PSDB,61,55,1533181.4,25134.12,21589.08,113550,948042.32,0,45e4,672,590,1199070.97,1784.33,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,71777,4293730.220000001
2010,250000000319,BENJAMIN RIBEIRO DA SILVA,SP,DEM,143,133,837389.08,5855.87,22253.91,96600,462435.17,256100,0,687,575,717139.08,1043.87,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,85945,2400354.98
2010,250000000320,BRUNA DIAS FURLAN,SP,PSDB,89,84,2941790.84,33053.83,53195,267450,2528250,0,92895.84,899,878,2887030.84,3211.38,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),"ESTUDANTE, BOLSISTA, ESTAGI<c3><81>RIO E ASSEMELHADOS",270661,8808827.73
2010,250000000321,CAIO GORENTZVAIG,SP,PPS,1,1,360.66,360.66,360.66,0,0,0,0,1,1,360.66,360.66,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),EMPRES<c3><81>RIO,212,1807.3000000000002
2010,250000000322,CARLOS EDUARDO FARACO BRAGA,SP,PSDB,47,46,252846.98,5379.72,32884.64,201962.34,15300,2700,0,86,83,235314.98,2736.22,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,33231,749386.88
2010,250000000323,CARLOS HENRIQUE FOCESI SAMPAIO,SP,PSDB,47,37,1415388.92,30114.66,2765,401528.09,806200,2e5,4895.83,312,280,1255394.08,4023.7,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,145585,4120986.2800000003
2010,250000000324,CARLOS ROBERTO DE CAMPOS,SP,PSDB,24,15,1743319.61,72638.32,21020.84,46,1705e3,17252.77,0,1657,753,1054024.95,636.1,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),INDUSTRIAL,103373,4616387.59
